A1,A2,A3,A4,A5,A6,A7,A8,A9,¿Ã≈ªø©∫Œ
54,D,M,A,185.775000,60,283,852,A,1
28,D,M,A,210.227000,11.400000,190,963.900000,A,1
55,D,M,B,221.481000,60.600000,495,889.200000,A,0
29,D,M,H,179.189000,28.800000,62,723.300000,A,0
31,D,M,H,163.977000,21,230,616.200000,A,1
52,D,M,H,178.269000,34.200000,23,706.200000,A,1
50,D,M,B,207.427000,40.800000,34,795.600000,A,0
46,D,M,B,200.131000,72.600000,343,775.800000,A,0
36,D,M,B,187.771000,63,68,713.100000,A,0
54,D,M,A,229.938000,51.600000,559,997.800000,A,1
38,D,M,A,227.162000,73.200000,64,916.200000,A,1
30,D,M,H,186.439000,10.800000,315,714,A,1
27,D,M,G,188.461000,85.800000,44,835.800000,A,1
33,D,M,A,178.235000,12,156,752.400000,A,1
27,D,M,H,199.668000,36.600000,439,876.900000,A,1
37,D,M,B,214.959000,33.600000,45,831.900000,A,0
26,D,M,G,213.010000,48,529,916.500000,A,1
46,D,M,G,223.264000,20.500000,106,933.700000,A,1
16,D,M,G,161.301000,115.200000,145,994.500000,A,0
45,D,M,B,202.308000,41.400000,98,846.600000,A,0
44,D,M,B,164.427000,8.400000,235,611.400000,A,0
42,D,M,G,224.991000,4.800000,458,992.700000,A,1
32,D,M,A,217.625000,51.500000,337,863.300000,A,1
35,D,M,A,183.452000,48.600000,443,701.400000,A,1
26,D,M,E,129.575000,10.500000,443,722.700000,A,0
17,D,M,C,148.878000,36.500000,107,508.700000,A,0
61,D,M,B,219.725000,54,350,868.200000,A,0
48,D,M,A,172.286000,39.600000,423,687.900000,A,1
28,D,M,G,171.452000,55.200000,200,712.800000,A,0
26,D,M,B,191.080000,5.400000,378,723.600000,A,0
51,D,M,H,212.006000,31.800000,427,903.300000,A,1
54,D,M,G,172.122000,78.600000,168,776.400000,A,0
27,D,M,G,207.397000,68.400000,384,813.300000,A,1
34,D,M,G,222.377000,22.800000,492,930.900000,A,1
13,D,M,C,140.006000,31.200000,33,752.100000,A,0
31,D,M,G,158.172000,86,217,739.700000,A,0
42,D,M,H,223.486000,86.400000,385,956.400000,A,1
34,D,M,B,204.214000,0,418,836.700000,A,0
31,D,M,G,183.796000,39,334,702.300000,A,1
14,D,M,E,176.919000,0,417,834.300000,A,0
49,D,M,J,153.513000,24.600000,194,762.300000,A,0
43,D,M,C,163.457000,97.800000,35,835.200000,A,1
19,D,M,C,201.508000,96,82,973.200000,A,0
34,D,M,H,221.317000,17.400000,341,918,A,1
18,D,M,I,202.880000,23.400000,199,844.500000,A,0
28,D,M,C,159.957000,42,48,821.100000,A,0
42,D,M,C,164.799000,82.200000,47,768.600000,A,0
31,D,M,B,187.427000,3,360,780,A,0
35,D,M,E,135.302000,13,232,720.700000,A,0
59,D,M,E,114.722000,0,346,609.900000,A,0
70,D,M,B,201.894000,12,277,860.700000,A,0
25,D,M,C,148.241000,0,44,678.900000,A,0
22,D,M,C,134.461000,27.500000,33,542,A,0
33,D,M,A,181.050000,103.500000,313,709.200000,A,1
14,D,M,I,151.391000,37.800000,76,693,A,0
29,D,M,H,203.992000,60.600000,324,960.600000,A,1
26,D,M,C,148.953000,106.500000,45,669.600000,A,0
41,D,M,E,146.531000,25.800000,275,578.100000,A,0
14,D,M,J,125.838000,135.500000,181,661.700000,A,0
16,D,M,C,134.275000,128.400000,74,744,A,0
28,D,M,C,149.877000,21.600000,43,505.800000,A,0
40,D,M,B,202.025000,21.500000,172,863.900000,A,0
52,D,M,H,252.413000,44.400000,25,992.100000,C,0
24,D,M,K,115.070000,15,274,527.100000,A,1
27,D,M,J,132.069000,6,54,513.300000,A,0
51,D,M,C,142.320000,24,58,611.700000,A,0
38,D,M,K,144.470000,46.200000,275,729.900000,A,1
26,D,M,C,210.602000,43.200000,209,890.100000,A,0
27,D,M,K,158.832000,20.400000,407,860.700000,A,1
49,D,M,G,162.119000,39,133,817.800000,A,0
59,D,M,B,179.511000,45,97,735.600000,A,0
42,D,M,E,121.741000,48.600000,340,617.100000,A,0
29,D,M,C,121.934000,87.600000,30,536.700000,A,0
21,D,M,E,124.321000,43,347,551.800000,A,0
23,D,M,C,149.061000,38.400000,311,581.100000,A,1
50,D,M,C,116.753000,44.400000,52,663.300000,A,0
20,D,M,G,188.497000,39,224,882.900000,A,0
32,D,M,C,133.416000,88.500000,22,602.100000,A,0
17,D,M,J,185.300000,33.500000,298,725.900000,A,0
19,D,M,C,121.560000,43.800000,58,639.600000,A,0
25,D,M,C,134.946000,54.600000,49,659.700000,A,0
32,D,M,C,155.377000,165.600000,71,937.800000,A,0
34,D,M,C,126.009000,0,257,581.100000,A,1
27,D,M,K,130.116000,33,408,657,A,1
16,D,M,C,138.271000,43.800000,47,551.700000,A,0
42,D,M,C,161.986000,42,348,752.700000,A,1
57,D,M,H,225.030000,33.600000,455,893.700000,A,0
15,D,M,G,159.917000,37,345,710.500000,A,1
16,D,M,C,118.874000,37.500000,45,609,A,0
12,D,M,G,134.922000,27,253,532.500000,A,1
18,D,M,E,110.107000,16,177,522.700000,A,1
31,D,M,K,149.545000,0,327,652.800000,A,1
48,D,M,J,188.418000,0,281,913.200000,A,0
28,D,M,C,137.364000,17.400000,399,887.100000,A,1
29,D,M,C,175.702000,76.200000,47,792.300000,A,0
28,D,M,C,177.587000,25,61,774.700000,A,0
34,D,M,A,182.321000,21.600000,356,700.200000,A,1
41,D,M,C,122.276000,11.400000,108,678.600000,A,0
44,D,M,C,181.047000,46.200000,67,796.500000,A,0
36,D,M,C,137.323000,78.600000,38,666.600000,A,0
29,D,M,E,151.601000,47.400000,305,529.200000,A,1
49,D,M,I,188.633000,102.500000,197,818,A,0
47,D,M,E,157.541000,15.600000,280,576,A,0
26,D,M,C,183.442000,20.400000,40,930.300000,A,0
23,D,M,G,146.165000,4.800000,411,769.200000,A,1
34,D,M,K,115.523000,36,214,653.700000,A,1
68,D,M,I,130.628000,47.400000,228,630.600000,A,0
29,D,M,C,115.729000,29.500000,263,578.800000,A,1
39,D,M,C,145.544000,61.200000,78,912,A,0
25,D,M,I,190.568000,104.400000,206,775.800000,A,0
41,D,M,C,162.263000,42.600000,79,799.200000,A,0
22,D,M,K,156.483000,40.800000,289,663.300000,A,1
23,D,M,C,171.846000,0,80,857.700000,A,0
27,D,M,E,127.260000,18,241,507,A,1
36,D,M,G,140.449000,38,449,859.100000,A,1
39,D,M,C,203.019000,53,194,839.600000,A,0
21,D,M,C,131.500000,39,66,776.100000,A,0
64,D,M,C,145.387000,37,356,731.500000,A,1
55,D,M,C,146.550000,48,232,770.100000,A,0
29,D,M,C,186.864000,124.800000,67,845.400000,A,0
12,D,M,G,175.125000,19,415,823.300000,A,1
54,D,M,I,185.775000,28.200000,204,894.600000,A,0
36,D,M,A,159.698000,89.400000,156,559.800000,A,1
29,D,M,C,136.509000,39.600000,40,614.400000,A,0
41,D,M,G,148.703000,0,239,697.500000,A,1
57,D,M,G,163.253000,0,305,747.600000,A,1
28,D,M,C,173.027000,0,56,877.500000,A,0
13,D,M,C,145.746000,0,53,613.200000,A,0
25,D,M,G,167.646000,7.500000,393,903,A,1
33,D,M,J,105.522000,16,157,523.300000,A,0
31,D,M,K,175.249000,11,447,950.900000,A,1
27,D,M,I,200.916000,7.800000,117,961.500000,A,0
58,D,M,C,119.830000,159,64,654.900000,A,0
30,D,M,C,149.581000,0,65,666.900000,A,0
41,D,M,E,191.523000,13,425,854.800000,A,0
14,D,M,J,152.747000,37.200000,361,772.800000,A,0
40,D,M,C,116.583000,58,45,532.300000,A,0
31,D,ML,C,121.095000,0,42,490.500000,A,0
37,D,M,E,116.069000,0,243,542.700000,A,0
30,D,M,C,164.489000,35.400000,463,919.200000,A,1
28,D,M,B,187.329000,56.400000,232,798.600000,A,0
19,D,M,G,169.994000,36.500000,406,886.400000,A,0
18,D,M,G,208.411000,15,377,898.800000,A,0
13,D,M,C,193.258000,0,393,877.800000,A,1
13,D,M,I,180.359000,141.600000,364,900.600000,A,0
17,D,M,C,128.126000,37.800000,30,665.400000,A,1
34,D,M,K,153.737000,46,202,545.800000,A,1
21,D,M,E,165.186000,32.400000,356,822,A,0
24,D,M,G,145.516000,27,233,512.400000,A,1
23,D,M,G,174.624000,97.500000,218,762.900000,A,0
29,D,M,E,126.083000,13,293,551.800000,A,0
40,D,M,C,161.274000,50.400000,295,614.100000,A,0
15,D,M,C,146.279000,42.600000,337,848.400000,A,1
14,D,M,G,107.538000,39.600000,170,560.700000,A,1
24,D,M,G,135.661000,6,344,699.300000,A,1
23,D,M,G,147.065000,35,279,743.900000,A,1
30,D,M,E,175.179000,26,342,796.700000,A,0
46,D,M,K,128.461000,23.400000,270,560.700000,A,0
36,D,M,C,171.044000,35,342,729.200000,A,1
50,D,M,G,124.455000,46,369,631.600000,A,1
62,D,M,J,192.059000,0,355,761.100000,A,0
41,D,M,E,105.947000,48.600000,256,504,A,0
28,D,M,E,166.565000,36.600000,466,879,A,0
46,D,M,B,190.104000,48,352,784.200000,A,0
13,D,M,C,149.814000,49.200000,172,529.200000,A,1
51,D,M,C,164.083000,24.600000,329,748.500000,A,1
17,D,M,G,186.185000,24,447,801.600000,A,1
34,D,M,J,177.105000,85.200000,247,691.500000,A,0
13,D,M,K,171.752000,0,481,971.100000,A,1
41,D,M,C,137.903000,33,439,778.200000,A,1
15,D,M,K,118.762000,19,326,533.500000,A,1
31,D,M,E,138.990000,34.200000,318,868.200000,A,0
36,D,M,K,110.846000,42.600000,323,632.700000,A,1
22,D,M,G,146.705000,107.400000,267,732.300000,A,0
24,D,M,J,143.463000,58.200000,372,891,A,0
40,D,M,K,171.023000,19.200000,493,787.200000,A,1
23,D,M,E,189.284000,43,499,843.100000,A,0
20,D,M,C,144.886000,0,358,783.900000,A,1
39,D,M,E,144.834000,39,475,825,A,0
44,D,M,C,171.072000,46.800000,313,984.900000,C,0
32,D,M,A,234.980000,47.400000,392,923.700000,A,1
20,D,M,C,168.816000,16,306,698.200000,A,1
19,D,M,J,202.490000,12,401,897,A,0
20,D,ML,K,134.882000,0,243,462,A,1
26,D,M,K,130.145000,9.600000,305,617.700000,A,1
24,D,M,K,107.479000,0,291,530.700000,A,1
22,D,M,E,170.949000,47.400000,425,712.800000,A,0
22,D,M,K,181.108000,25,447,897.700000,A,1
17,D,M,G,144.423000,12,288,698.400000,A,1
37,D,M,E,135.589000,0,213,548.100000,A,0
21,D,M,C,196.711000,44,415,896,A,1
42,D,M,C,111.855000,26,217,536.600000,A,1
36,D,M,C,152.664000,49,200,713.800000,A,1
32,D,M,I,212.065000,94.200000,401,825,A,0
29,D,M,E,164.404000,16.800000,392,796.200000,A,0
36,D,M,E,154.824000,39,371,753,A,0
56,D,M,G,143.366000,0,433,849.900000,A,1
18,D,M,K,173.372000,24,278,847.500000,A,1
60,D,M,H,227.890000,64,489,978.400000,A,1
16,D,M,C,188.567000,70.800000,336,765.600000,A,0
30,D,M,K,155.328000,16.200000,401,881.400000,A,1
45,D,M,G,146.581000,34.800000,280,528.600000,A,1
24,D,M,K,164.142000,24.600000,454,869.700000,A,1
24,D,M,K,179.039000,47,491,974.900000,A,1
63,D,M,C,145.865000,21,301,691.800000,A,1
32,D,ML,C,140.856000,28.800000,190,316.800000,A,1
14,D,M,G,121.282000,6.600000,301,705.600000,A,1
62,D,M,K,108.028000,33,309,514.500000,A,1
16,D,M,G,168.146000,27.600000,396,836.100000,A,1
26,D,M,G,130.173000,23,214,670.700000,A,1
35,D,M,G,153.076000,8.400000,344,552.600000,A,1
36,D,M,C,148.467000,36.500000,435,817.400000,A,1
46,D,M,K,153.055000,44.400000,256,591.300000,A,1
26,D,M,I,153.215000,13.200000,219,561,A,0
32,D,M,E,178.943000,0,570,956.100000,A,1
21,D,M,K,134.924000,39,302,551.400000,A,1
56,D,M,C,189.934000,10.800000,439,912.900000,A,1
25,D,M,G,143.327000,0,329,620.400000,A,0
20,D,M,K,153.183000,28.800000,447,739.800000,A,1
44,D,M,G,132.206000,29,215,595.700000,A,0
67,D,M,G,188.852000,0,472,877.800000,A,1
43,D,M,G,171.419000,145.800000,170,681.900000,A,1
21,D,M,C,136.394000,57,287,567.300000,A,0
21,D,M,C,148.622000,26.500000,433,913.600000,A,1
28,D,M,G,130.230000,48.600000,220,633,A,1
39,D,M,G,140.529000,23.500000,200,526.600000,A,1
12,D,M,G,126.903000,16,256,714.700000,A,0
47,D,M,G,168.938000,54.600000,283,662.400000,A,0
27,D,M,E,148.117000,37.200000,399,710.400000,A,0
41,D,M,C,140.930000,4.800000,254,562.200000,A,1
28,D,M,K,168.929000,19.800000,318,751.500000,A,1
51,D,M,C,165.476000,7.200000,71,877.200000,A,0
21,D,M,C,123.976000,12.600000,292,614.700000,A,1
44,D,M,K,127.039000,24.600000,403,750.600000,A,1
63,D,M,C,145.788000,16.200000,378,763.500000,A,1
15,D,M,E,191.785000,32.400000,512,894.300000,A,0
48,D,M,G,172.621000,16.200000,519,844.800000,A,1
14,D,M,C,151.967000,27,223,540,A,1
13,D,M,E,152.392000,27,283,642,A,0
14,D,M,C,159.147000,46.200000,251,676.800000,A,0
41,D,M,K,154.584000,30.600000,251,700.500000,A,1
35,D,M,G,124.698000,15,268,678.900000,A,1
44,D,M,G,182.207000,27.500000,378,850.100000,A,1
22,D,M,C,161.566000,0,455,707.700000,A,1
21,D,M,G,180.738000,39,366,821.100000,A,1
15,D,M,G,136.399000,17.400000,362,622.200000,A,1
27,D,M,C,133.092000,6.600000,238,627.900000,A,1
17,D,M,C,132.781000,37.500000,258,514.800000,A,1
36,D,M,E,134.502000,15,360,631.500000,A,0
27,D,ML,C,147.339000,26,258,500,A,1
19,D,M,C,130.237000,12.600000,339,622.800000,A,1
24,D,M,E,159.526000,43.200000,292,658.800000,A,0
17,D,M,E,140.327000,0,375,663.600000,A,0
25,D,M,K,167.389000,0,468,760.800000,A,1
23,D,M,C,145.903000,0,256,586.800000,A,1
29,D,M,G,153.976000,13.800000,439,845.400000,A,1
13,D,M,E,114.283000,16.800000,310,572.700000,A,0
49,D,M,K,156.034000,24,271,564,A,1
26,D,M,C,192.525000,21,498,861.600000,A,0
19,D,M,C,144.597000,25,220,532.600000,A,1
24,D,M,G,126.705000,33,217,577.200000,A,1
38,D,M,E,112.232000,16.200000,239,510.900000,A,0
20,D,M,E,148.739000,33.600000,378,611.100000,A,0
21,D,M,K,164.316000,45,389,747.900000,A,1
37,D,M,G,166.703000,49.200000,380,816.600000,A,1
66,D,ML,G,150.262000,0,247,494.700000,A,1
42,D,M,K,143.138000,37.500000,292,744.300000,A,1
22,D,M,E,106.652000,14.400000,245,521.100000,A,0
42,D,M,A,211.846000,89.400000,529,938.100000,A,1
35,D,M,H,161.642000,0,267,564.600000,A,1
28,D,M,E,136.832000,0,312,525.300000,A,0
16,D,M,E,129.345000,18,281,504,A,0
29,D,M,C,154.423000,16.800000,303,982.800000,A,1
27,D,M,C,145.281000,17.400000,349,567.300000,A,1
25,D,M,K,128.813000,40,305,669.400000,A,1
55,D,M,E,180.435000,34.800000,491,908.700000,A,0
27,D,M,K,163.664000,46.500000,401,737.100000,A,1
46,D,M,K,142.119000,43.200000,392,765,A,1
27,D,M,K,136.427000,47.500000,394,692.500000,A,1
23,D,M,E,138.019000,39,304,686.700000,A,0
20,D,M,C,127.412000,43.800000,231,502.500000,A,1
16,D,M,E,128.899000,24,418,733.500000,A,0
28,D,M,K,119.577000,27,400,692.700000,A,1
29,D,M,G,128.336000,49.800000,288,594,A,1
32,D,M,C,148.545000,0,226,568.500000,A,1
60,D,M,G,152.995000,48,338,748.500000,A,1
38,D,M,G,108.939000,38.400000,251,526.800000,A,1
13,D,M,G,125.849000,29,201,609.500000,A,1
21,D,M,G,141.859000,0,512,906.600000,A,1
37,D,M,C,122.280000,0,309,659.400000,A,1
50,D,M,E,134.115000,5.400000,230,846.600000,A,1
22,D,M,C,158.741000,22.200000,253,801.600000,A,1
31,D,M,C,147.824000,32.400000,268,792,A,1
35,D,M,G,183.869000,29.500000,325,838.600000,A,1
13,D,M,G,180.327000,40,283,865.600000,A,1
58,D,M,E,200.409000,0,417,946.800000,A,0
68,D,M,C,151.469000,7.200000,524,993,A,1
17,D,M,K,126.549000,11.400000,263,545.700000,A,1
17,D,M,E,163.816000,20.400000,136,747.300000,A,0
67,D,M,C,185.369000,36,294,911.400000,A,1
13,D,M,K,187.663000,9.600000,309,802.200000,A,1
65,D,M,C,150.876000,32,276,562.100000,A,1
22,D,M,K,142.594000,18.600000,303,615.900000,A,1
31,D,M,H,170.887000,28.200000,417,669.300000,A,1
70,D,M,B,176.488000,91.800000,277,731.700000,A,0
28,D,M,A,167.089000,70.200000,327,675.300000,A,1
32,D,M,G,188.764000,15.600000,360,818.700000,A,1
34,D,M,A,159.713000,130.200000,296,572.400000,A,1
16,D,M,C,112.955000,48,276,600,A,1
34,D,M,G,149.431000,18,309,596.100000,A,1
37,D,M,E,144.892000,23,213,503.600000,A,0
14,D,M,C,112.053000,34.500000,324,532.500000,A,1
25,D,M,G,160.167000,31.800000,330,930.900000,A,1
31,D,M,C,109.881000,14.500000,381,641.200000,A,1
55,D,M,G,148.112000,43.500000,354,587.400000,A,1
33,D,M,K,175.441000,49,312,802.300000,A,1
14,D,M,E,164.827000,0,464,895.200000,A,0
43,D,M,C,144.680000,0,366,881.100000,A,1
28,D,M,G,147.218000,24,293,558.600000,A,1
26,D,M,E,150.657000,19.800000,357,611.100000,A,0
20,D,M,K,154.165000,6.600000,447,957.900000,A,1
56,D,M,C,153.786000,29,279,861.200000,A,1
30,D,M,C,151.967000,37,374,613,A,1
24,D,M,C,173.597000,37.200000,548,899.400000,A,1
48,D,M,C,157.958000,38,372,685.100000,A,1
31,D,M,G,158.904000,0,354,776.700000,A,0
18,D,M,C,175.229000,0,291,876.600000,A,1
23,D,M,E,168.332000,9.600000,352,879.600000,A,0
21,D,M,K,166.987000,0,467,822.600000,A,1
37,D,M,E,122.488000,0,273,589.200000,A,0
45,D,M,K,153.063000,48.600000,396,917.400000,A,1
26,D,M,E,185.284000,37.200000,367,966.600000,A,1
19,D,M,E,147.291000,3.500000,344,742.100000,A,0
35,D,M,E,121.039000,42.500000,178,590.900000,A,0
32,D,M,C,159.645000,16,336,610.600000,A,1
22,D,M,K,124.448000,16.800000,353,640.800000,A,1
25,D,M,G,116.025000,4.800000,282,600,A,1
25,D,M,K,166.070000,7.800000,440,745.500000,A,1
15,D,M,E,151.628000,42.600000,223,668.700000,A,0
14,D,M,K,177.918000,20,326,892.400000,A,1
18,D,M,E,170.489000,25.200000,493,862.500000,A,0
16,D,M,E,142.047000,20.400000,315,835.200000,A,0
18,D,M,K,148.765000,9.600000,201,618.600000,A,1
41,D,M,C,150.878000,31.200000,222,534.300000,A,1
31,D,M,C,152.136000,42,466,885.600000,A,1
27,D,M,E,131.069000,4.800000,329,706.200000,A,0
43,D,M,C,123.479000,36.600000,263,605.400000,A,1
43,D,M,K,155.674000,27.500000,327,950.900000,A,1
19,D,M,C,126.939000,6.600000,206,523.800000,A,1
40,D,M,K,163.320000,16.800000,306,720.600000,A,1
22,D,M,G,130.870000,3.600000,265,618.300000,A,1
33,D,M,G,136.958000,0,235,621.300000,A,1
27,D,M,K,179.431000,33,337,786.600000,A,1
45,D,M,K,141.255000,27,297,701.100000,A,1
20,D,M,E,117.855000,38.500000,295,592.600000,A,0
20,D,M,G,158.138000,21.600000,295,687.300000,A,0
35,D,M,K,127.196000,33,256,567.600000,A,1
28,D,M,K,131.282000,18,408,799.200000,A,1
19,D,M,C,128.278000,45,290,776.400000,A,1
30,D,M,E,137.897000,0,271,537.300000,A,0
14,D,M,K,149.485000,13.200000,243,617.100000,A,1
36,D,M,E,160.832000,29.400000,361,744.300000,A,0
21,D,M,E,170.409000,30.600000,280,700.200000,A,0
20,D,M,G,143.163000,11,368,673.700000,A,1
36,D,M,K,120.440000,15.600000,198,521.400000,A,1
46,D,M,C,150.732000,3.600000,197,530.100000,A,1
40,D,M,K,192.070000,17.500000,348,949.600000,A,1
33,D,M,E,155.142000,0,277,628.200000,A,0
17,D,M,K,168.651000,0,455,845.100000,A,1
49,D,M,C,136.408000,24,298,721.800000,A,1
31,D,M,K,132.097000,20,296,797,A,1
45,D,M,B,199.043000,17,248,864.200000,A,0
28,D,M,G,141.687000,40.200000,379,662.700000,A,1
16,D,M,E,165.559000,27.600000,401,703.800000,A,0
40,D,M,K,158.220000,27,452,859.800000,A,1
44,D,M,C,139.590000,37.800000,222,665.700000,A,1
65,D,M,G,149.130000,41.500000,406,807.400000,A,0
20,D,M,E,137.347000,9,352,796.800000,A,0
28,D,M,G,166.832000,43.200000,478,825.600000,A,1
33,D,M,E,120.776000,10.500000,240,678.600000,A,0
25,D,M,E,184.164000,27.600000,362,844.500000,A,0
23,D,M,G,138.100000,12,187,565.500000,A,1
27,D,M,C,148.444000,35.400000,252,656.700000,A,1
33,D,M,C,159.070000,28.800000,349,705.300000,A,1
25,D,M,C,163.104000,37.500000,470,816.600000,A,1
13,D,M,G,150.208000,24,244,554.100000,A,1
33,D,M,K,151.766000,9.500000,243,614,A,1
25,D,M,E,167.287000,30.600000,424,902.700000,A,0
27,D,M,C,178.636000,7,290,864.100000,A,1
28,D,M,K,125.456000,23.500000,282,634,A,1
23,D,M,G,168.453000,35.400000,378,708.600000,A,1
22,D,M,C,134.238000,33,308,820.500000,A,1
58,D,M,C,160.631000,6.600000,287,846,A,1
25,D,M,E,132.560000,6,284,737.700000,A,0
37,D,M,G,106.404000,40.200000,354,610.800000,A,1
30,D,M,E,133.412000,14.400000,404,851.100000,A,0
42,D,M,G,192.331000,38,364,903.200000,A,1
24,D,M,G,141.496000,11.400000,257,728.400000,A,1
27,D,M,E,111.240000,0,299,585.900000,A,0
28,D,M,E,168.200000,20.400000,490,937.200000,A,0
21,D,M,K,158.139000,20.400000,393,853.500000,A,1
13,D,M,E,154.223000,35,294,749.600000,A,0
31,D,M,C,144.247000,0,454,715.200000,A,1
48,D,M,K,185.555000,12.600000,528,876,A,1
17,D,M,C,173.346000,41.400000,315,743.400000,A,0
38,D,M,H,209.211000,77.500000,420,878.200000,A,1
19,D,M,K,141.127000,18.600000,288,903.300000,A,1
34,D,M,G,133.251000,45.500000,167,504.800000,A,1
21,D,M,G,127.818000,40,222,518.800000,A,1
64,D,M,G,170.802000,36.600000,498,856.200000,A,1
42,D,M,K,181.018000,24,285,866.100000,A,1
37,D,M,G,122.024000,36,199,611.700000,A,1
24,D,M,G,132.053000,49.200000,317,785.700000,A,1
26,D,M,C,144.053000,14.400000,253,907.800000,A,1
13,D,M,G,131.201000,31,342,614.800000,A,1
24,D,M,C,133.975000,19.800000,432,685.800000,A,1
13,D,M,E,167.362000,34.800000,350,865.800000,A,0
43,D,M,E,145.447000,0,467,740.100000,A,0
20,D,M,E,139.180000,32,338,660.200000,A,0
20,D,M,G,147.579000,28.200000,216,529.800000,A,1
44,D,M,K,112.204000,47.400000,201,532.800000,A,1
22,D,M,C,153.375000,21,220,553.200000,A,1
26,D,M,B,208.844000,66,292,917.100000,A,0
45,D,M,E,173.206000,36,324,806.100000,A,1
28,D,M,E,162.936000,17,369,955.100000,A,0
22,D,M,G,125.643000,7.200000,336,770.700000,A,1
13,D,M,K,125.960000,7,291,665.200000,A,1
47,D,M,K,124.099000,30.600000,223,562.200000,A,1
40,D,M,E,148.979000,34.200000,478,787.800000,A,0
32,D,M,G,136.073000,0,307,697.800000,A,1
27,D,M,G,135.125000,38.400000,193,795.300000,A,1
16,D,M,G,135.848000,17.400000,494,849.300000,A,1
17,D,M,K,184.524000,19.200000,370,903.300000,A,1
18,D,M,C,141.506000,45.600000,422,732.300000,A,1
51,D,M,E,194.539000,39,445,935.700000,A,0
41,D,M,E,120.320000,22,179,506.200000,A,1
54,D,M,K,121.276000,27,384,606.300000,A,1
29,D,M,G,175.854000,16.200000,420,769.800000,A,1
31,D,M,G,125.706000,48,297,524.100000,A,1
21,D,M,G,141.543000,28.200000,352,781.200000,A,1
33,D,M,A,159.131000,38.400000,190,547.800000,A,1
24,D,M,K,126.102000,26,178,704.300000,A,1
28,D,M,K,174.388000,49.200000,404,795.900000,A,1
28,D,M,G,171.912000,14.400000,249,720.900000,A,1
20,D,M,E,125.795000,8.400000,260,672.900000,A,0
17,D,M,G,167.129000,36,262,663.600000,A,1
30,D,M,K,154.867000,0,404,636.900000,A,1
21,D,M,C,153.229000,4.800000,484,895.800000,A,1
25,D,M,G,161.870000,24.600000,322,809.400000,A,0
53,D,M,K,176.178000,27.500000,433,857,A,1
23,D,M,C,156.052000,21,489,903.600000,A,1
35,D,M,G,132.834000,28.200000,365,717.900000,A,1
45,D,M,E,116.270000,40.800000,193,531,A,0
32,D,M,C,148.186000,49.200000,266,622.500000,A,1
15,D,M,E,110.937000,21,257,569.700000,A,0
40,D,M,B,196.759000,126.600000,527,942.300000,A,1
19,D,M,G,182.300000,33,498,859.500000,A,1
33,D,M,G,175.468000,46.500000,429,824.400000,A,1
24,D,M,K,140.582000,38.400000,309,564.900000,A,1
19,D,M,G,151.418000,8.500000,367,784.300000,A,1
56,D,M,C,122.563000,19,370,698.800000,A,1
36,D,M,G,144.750000,6.600000,321,737.700000,A,1
37,D,M,K,134.108000,44.500000,290,507.700000,A,1
23,D,M,C,124.684000,5.400000,298,563.400000,A,1
34,D,M,E,158.571000,17.400000,358,772.200000,A,0
27,D,M,C,123.493000,44,346,707.900000,A,1
28,D,M,E,123.990000,44,364,562.400000,A,1
25,D,M,K,171.850000,0,505,970.500000,A,1
15,D,M,C,161.754000,20.400000,404,708.600000,A,1
21,D,M,E,139.171000,30.600000,259,685.200000,A,0
15,D,M,G,133.666000,9.600000,290,552,A,1
12,D,M,G,119.998000,31.200000,222,578.700000,A,1
15,D,M,K,182.065000,40.800000,540,828,A,1
26,D,M,C,109.413000,38.400000,219,585,A,0
43,D,M,E,141.237000,48,352,682.800000,A,0
27,D,M,E,123.469000,25,225,604,A,0
21,D,M,C,136.240000,37.800000,256,758.100000,A,1
46,D,M,C,131.246000,39,242,571.800000,A,1
33,D,M,G,131.972000,39.600000,260,501.900000,A,1
37,D,M,E,170.732000,38,380,707.300000,A,0
14,D,M,C,150.603000,28.800000,282,524.700000,A,1
13,D,M,C,139.721000,27,410,695.400000,A,1
34,D,M,K,134.803000,41.400000,311,715.200000,A,1
37,D,M,E,117.424000,38,232,587,A,0
24,D,M,G,133.741000,29,236,590,A,1
26,D,M,A,192.222000,90.600000,384,752.100000,A,1
46,D,M,E,162.359000,4.500000,207,668.400000,A,0
48,D,ML,G,150.032000,0,201,491.400000,A,1
29,D,M,E,141.129000,43.200000,277,753.600000,A,0
37,D,M,E,175.936000,30.600000,313,764.700000,A,0
27,D,M,G,133.110000,0,221,504.600000,A,1
34,D,M,C,119.812000,36,259,665.400000,A,1
27,D,M,E,156.259000,18,262,738.600000,A,0
30,D,M,C,145.895000,43,283,863.200000,A,1
52,D,M,G,150.372000,0,166,510.600000,A,1
60,D,M,K,145.530000,36.600000,345,716.100000,A,1
